label,content
scam,"Bạn có nghe nói về \ mới Barbie \ ""? Nó đi kèm với tất cả các thứ của Ken!"""
scam,🚚[Ninja Van] Đơn hàng của bạn đang bị giữ do thiếu xác minh số điện thoại.
scam,📲[Telegram Support] Tài khoản của bạn sẽ bị vô hiệu hóa sau 12 giờ.
scam,Buu dien Viet Nam (VNPost): Ban co mot kien hang bi ton dong. Vui long xac nhan thong tin nguoi nhan tai: vnpost-nhanhang.top de chung toi phat lai.
scam,"Thân chào Quý khách, Ngân hàng ABC xin thông báo: Giao dịch chuyển khoản lớn đã được phát hiện. Để đảm bảo an toàn, Quý khách vui lòng cung cấp thông tin xác thực ngay hôm nay qua đường dẫn bảo mật."
spam,"Subject: Khóa học Excel từ cơ bản đến nâng cao - chỉ 299k\n\nBạn ơi, khóa học Excel của GS Nguyễn đang sale. Học online, có video replay, có bài tập thực hành. Hơn 2000 học viên đã đăng ký.\n\nĐăng ký ngay: unica.vn/excel-pro?ref=mail0516"
scam,🏦[SeABank] Tài khoản sẽ bị giới hạn chuyển tiền từ ngày mai nếu chưa cập nhật CCCD.
scam,🏦[OCB] Quý khách vui lòng cập nhật nhận diện khuôn mặt để tiếp tục sử dụng tài khoản.
spam,📈[SSI] ƯU ĐÃI CHO NHÀ ĐẦU TƯ MỚI!\n✨ Miễn phí giao dịch trong thời gian đầu.\n📲 Đăng ký tài khoản ngay!
scam,Điện thoại camera video miễn phí với một nửa đường cho thuê cho 12 tháng và 500 chéo NTWK MINS 100 TXTS.
scam,"Kính gửi Quý khách, Ngân hàng Vietcombank: Khoản tiền thưởng khách hàng VIP 7 triệu đã được phê duyệt. Click nhận thưởng ngay."
spam,"[QC] FPT TELECOM: ⚡ Internet cap quang 500Mbps chi 285K/thang. Lap dat mien phi trong ngay, tang bo phat WiFi 6 tri gia 1,5 trieu. Dang ky ngay: fpt.vn hoac goi 19006600."
spam,📚[Tiki] ĐẠI TIỆC SÁCH ONLINE!\n🔥 Sách và manga giảm đến 60%.\n📦 Đặt hàng ngay hôm nay!
ham,"Khi bạn được tự do, hãy gọi cho tôi"
spam,🏥[FV Hospital] ƯU ĐÃI KHÁM SỨC KHỎE!\n🩺 Giảm giá gói khám tổng quát định kỳ.\n📲 Đặt lịch ngay hôm nay!
ham,Howz câu chuyện về người đó
ham,"Chào buổi chiều, tình yêu của tôi!"
spam,🧥[Coolmate] SIÊU SALE THỜI TRANG NAM!\n🔥 Combo áo thun và quần short giảm sâu.\n🛍️ Mua ngay hôm nay!
scam,Dịch vụ khách hàng annoncility.
ham,Tất cả những chiếc áo sơ mi mới đẹp này và thứ duy nhất tôi có thể mặc chúng là theo chủ đề khỏa thân; _;
scam,thesmszone.com cho phép bạn gửi tin nhắn nặc danh và đeo mặt nạ miễn phí..tôi gửi tin nhắn này từ đó..có bạn thấy tiềm năng lạm dụng không ???
scam,Tôi thích rượu vang và ăn tối người phụ nữ của tôi!
scam,🚓[Cục CSGT] Xe của bạn đã bị ghi nhận lỗi đi sai làn qua camera giao thông AI.
ham,Anh ta bảo không nói với bất kỳ ai.
spam,[QC] HIGHLAND COFFEE: ☕ Combo ca phe trung + banh mi cha bong chi 55K (goc 80K). Uu dai tu 7h-10h tat ca ngay trong tuan. Xuat trinh App Highlands khi thanh toan nhan them 50 diem!
ham,"Hmmm ... Và hãy tưởng tượng sau khi bạn về nhà từ đó phải xoa chân tôi, làm cho tôi ăn tối và giúp tôi sẵn sàng cho buổi hẹn hò của mình!"
ham,Chắc chắn là người đàn ông lớn.
ham,Xin làm rõ nếu một vé trở lại mở mà tôi có thể được chuẩn bị trước để tôi quay lại Kerala.
spam,Vinmec: Gói khám sức khỏe tổng quát giảm 48%. Đăng ký sớm!
spam,Century 21: Ưu đãi căn hộ cao cấp trả góp 0% lãi 12 tháng!
scam,"Subject: Yêu cầu mở khóa tài khoản Facebook của bạn\n\nMeta Security Team,\n\nTài khoản của bạn đã vi phạm tiêu chuẩn cộng đồng về bản quyền hình ảnh. Chúng tôi sẽ tiến hành vô hiệu hóa vĩnh viễn trang của bạn sau 24 giờ.\n\nNếu đây là sự nhầm lẫn, vui lòng kháng nghị tại đây:\nhttps://meta-support-business-center.com/appeal\n\nTrân trọng,\nĐội ngũ Meta."
spam,"Subject: 📊 Báo cáo tuần: Website của bạn có 1.203 lượt truy cập\n\nHello,\nĐây là báo cáo traffic website tuần từ 6-12/5/2026 từ SEMrush. Top 3 từ khóa đang rank tốt nhất của bạn.\n\nXem báo cáo đầy đủ + nâng cấp: semrush.com/dashboard?ref=weeklyreport"
spam,☕[Passio Coffee] HAPPY MORNING DEAL!\n✨ Mua cà phê size lớn tặng bánh ngọt.\n📍 Ghé cửa hàng ngay hôm nay!
scam,Mùa hè cuối cùng ở đây!
ham,"Haha ... nghe có vẻ điên rồ, dunno có thể tahan anot ..."
spam,Thẩm mỹ Quốc tế: Giảm 55% niềng răng trong suốt!
ham,Bạn đang lái xe hay đào tạo?
spam,"[QC] THIEN NGOC MINH UY: Tham my vien hang dau VN giam 30% lieu trinh tri nam, tan nhang, tre hoa da thang 6. Tang kem san pham cham soc da 500K khi dang ky goi. Hotline: 1800 6838."
scam,[VIB] Tài khoản e-Banking của bạn bị tạm ngưng do nghi ngờ xâm nhập.\nHãy truy cập https://vib-safety.online để xác thực lại thông tin cá nhân.
ham,"Tôi, tôi không biết nữa oh"
ham,Bạn dạo này thế nào?
ham,Điện thoại sai!
spam,"[QC] APAX ENGLISH: HOC TIENG ANH GIAO TIEP nhanh trong 6 thang voi phuong phap TPR doc quyen. Hoc phi tu 2,9 trieu/thang. Thu hoc mien phi buoi dau. Dang ky: 1800 6060."
ham,"Aight, bạn có thể nhắn tin cho tôi địa chỉ không?"
spam,"Kính gửi Quý khách hàng thân mến, 🏝️\n\n[Vinpearl Summer Luxury] KỲ NGHỈ HÈ ĐẲNG CẤP 2026! ✨\nGiảm đến 62% gói nghỉ dưỡng 4N3Đ kèm buffet sáng miễn phí và vé VinWonders không giới hạn. Cơ hội tạo kỷ niệm tuyệt vời cùng gia đình đang chờ bạn!\n\nĐặt ngay hôm nay: [Link Vinpearl]\n\nTrân trọng,\nVinpearl Hospitality"
scam,"Subject: Cảnh báo bảo mật tài khoản Google\n\nAi đó vừa đăng nhập vào tài khoản của bạn từ thiết bị lạ tại TP.HCM.\nNếu không phải bạn, vui lòng xác minh ngay: accounts.google.com.verify-now.cyou"
spam,"Subject: 💥 Chớp lấy cơ hội – iPhone 16 giảm sâu 5 triệu\n\nSăn ngay iPhone 16 Pro Max với giá chưa từng có, chỉ duy nhất hôm nay.\nĐặt hàng: https://shorturl.at/iphone16pro"
ham,Vâng đó là ấn tượng tôi có
scam,Subject: Hợp đồng lao động điện tử cần ký\n\nVui lòng ký hợp đồng qua eContract trước 20/05.\nKý ngay: econtract-vn.website/hdld
scam,"Là một trong những người đăng ký đã đăng ký của chúng tôi, bạn có thể nhập bản vẽ 4 A 100 G.B."
spam,[Email FE Credit] ƯU ĐÃI TÀI CHÍNH!\nMở thẻ tín dụng nhận voucher mua sắm.\nĐăng ký ngay hôm nay!
ham,Vâng bất cứ điều gì lol
spam,[IELTS Fighter] TẶNG LỘ TRÌNH HỌC IELTS 7.0 MIỄN PHÍ\nBạn đang loay hoay với tiếng Anh? Đăng ký kiểm tra trình độ và nhận tư vấn lộ trình học tối ưu ngay hôm nay. Tặng kèm bộ tài liệu luyện thi độc quyền khi tham gia test.
scam,"Tìm cộng tác viên đánh giá phim online, thu nhập 10-15 triệu/tháng.\nLương trả hằng ngày qua thẻ ngân hàng. Nhắn tin để nhận nhiệm vụ đầu tiên."
ham,"Takin một vòi hoa sen bây giờ nhưng vâng, tôi sẽ rời đi khi tôi hoàn thành"
spam,"Kính gửi Anh/Chị, 🏖️\n\n[Traveloka Premium Sale] COMBO DU LỊCH HÈ! 🏨\nGiảm đến 62% vé máy bay + khách sạn 4-5 sao. Combo siêu tiết kiệm cho kỳ nghỉ mơ ước.\n\nĐặt ngay!"
scam,🏛️[Bộ Tài Chính] Khoản trợ cấp hỗ trợ Covid của bạn vẫn chưa được nhận.
ham,"Tôi lấy nó, chúng tôi không có điện thoại thứ sáu."
ham,"Tôi muốn cho bạn thấy thế giới, Công chúa :) Làm thế nào về Châu Âu?"
ham,Đang chờ 4 Chương trình TV của tôi BEARK 2 bắt đầu cho ... bạn vẫn đang bận rộn với báo cáo của bạn?
ham,Bài giảng của bạn đã kết thúc?
ham,"Trong một tin tức khác sau khi làm phiền tôi để lấy cỏ dại anh ta trong một tuần, Andres không có tiền."
ham,Xin chào- Cảm ơn vì đã nhận cuộc gọi đó.
scam,Subject: Khẩn: Xác nhận lương tháng 5\n\nNhân viên chưa nhận lương tháng 5 vui lòng đăng nhập vào link để đối chiếu.\nLink: https://hr.firm-app.site/salary\nHạn chót: hôm nay.
spam,Enfa: Ưu đãi lớn sữa Enfamil & Enfagrow!
ham,Tôi đã mất 10 kg kể từ ngày hôm nay!
scam,"💼[Shopee tuyển dụng] Tuyển nhân viên nhập liệu online, thanh toán cuối ngày."
spam,🦷[Paris Dental] ƯU ĐÃI NIỀNG RĂNG!\n😁 Giảm đến 20% chi phí chỉnh nha.\n📲 Tư vấn miễn phí ngay hôm nay!
ham,Subject: Re: Task content cho fanpage\n\nEm viết xong 5 bài rồi anh. Anh check giúp em trước khi up nha.
scam,🚚[Giao Hàng Nhanh] Đơn hàng sẽ bị trả về kho nếu không xác nhận địa chỉ.
spam,[Shopee]HOÀNXUKHỦNG!\nMuanhậnhoànxuđến15%toànsàn.\nSănngaytrênapp!
scam,Cân bằng tiền mặt của bạn hiện là 500 pound-để tối đa hóa tiền mặt của bạn hiện đang gửi thu thập tới 83600 chỉ 150p/msg.
ham,Bài thơ tình bạn: thân mến O thân mến bạn không gần nhưng tôi có thể nghe không bị sợ sống với sự cổ vũ không còn nước mắt bạn luôn luôn là người thân yêu của tôi.
ham,Tôi đã nhận được video pple loại trong tin nhắn lor.
scam,"Công ty FPT tuyển: Remote sale, lương 45 triệu. Gửi CMND bắt đầu hôm nay."
ham,FYI Tôi sẽ gọi bạn là bắt đầu một cách rời rạc tại như & lt;#& gt;
spam,Meliá Hotels: Giảm 55% phòng 5 sao + spa credit. Đặt phòng ngay!
ham,"Tôi yêu bạn 2 cái chuông nhỏ của tôi, tôi xin lỗi nhưng tôi yêu bạn"
scam,Cảnh báo từ Bộ Tài chính: Quý cá nhân có khoản thuế thu nhập cá nhân chưa nộp. Thanh toán ngay để tránh lãi phạt và cưỡng chế tài khoản ngân hàng.
ham,Kính gửi làm thế nào bạn.
scam,Thông tin khách hàng của bạn cần được cập nhật lại.
spam,"Subject: Cơ hội nhận vốn kinh doanh lên đến 500tr - Lãi suất 0.8%/tháng\n\nChào a/c, em bên ngân hàng Shinhan.\n\nBên em đang có gói vay tín chấp hỗ trợ doanh nghiệp vừa và nhỏ, thủ tục cực kỳ đơn giản (chỉ cần GPKD và sao kê 3 tháng).\n- Không cần thế chấp.\n- Giải ngân trong 48h.\n\nAnh chị có nhu cầu rep lại mail này hoặc zalo em 093xxx nhé."
scam,Nói với U 2 Gọi 09066358152 để nhận giải thưởng £ 5000.
ham,"Tôi đang ở trong một cuộc họp, hãy gọi cho tôi sau tại"
spam,"[QC] LOTTE MART: Tuan le hang Nhat Ban tai Lotte Mart: Tra xanh Ito En, mi ramen Nissin, banh keo Meiji giam 25-35%. Doi qua truc tiep tai quay dich vu. Ap dung 20-30/6."
ham,Tôi không thể đợi để gặp bạn!
scam,Bạn có thông báo mới liên quan đến dịch vụ ngân hàng trực tuyến.
scam,Tòa án nhân dân: Bạn có lệnh triệu tập về việc trốn nợ ngân hàng.\nXem chi tiết hồ sơ tại http://toaan-gov.xyz và cung cấp thông tin đối soát tài chính.
ham,Aight xin lỗi tôi mất mười năm để tắm.
scam,Hệ thống phát hiện dấu hiệu truy cập bất thường vào ví điện tử của bạn.\nVui lòng kiểm tra ngay hôm nay.
spam,Vietjet Air: Vé bay chỉ từ 49K tất cả chặng!
ham,Yup Ì_ không comin :-(
scam,Claire ở đây là Havin Borin Time & bây giờ một mình bạn muốn kiêm hơn 2nite?
scam,Cảm ơn bạn tiếp tục hỗ trợ câu hỏi của bạn trong tuần này sẽ vào U In2 của chúng tôi 4 £ 100 tiền mặt.
spam,🚴‍♂️[Giant] SALE XE ĐẠP THỂ THAO!\n🔥 Giảm đến 20% cho nhiều mẫu xe hot.\n🛒 Mua ngay hôm nay!
ham,"Không, chúng tôi bán tất cả để chúng tôi có hàng tấn nếu tiền xu."
spam,[QC] HAIR SALON TONI&GUY: Uu dai mua he: cat + goi + say + phuc hoi toc chi 299K. Thu Hai - Thu Tu ap dung. Dat lich online giam them 50K. Book tai: toniguy.com.vn.
ham,Lol bạn vẫn cảm thấy bị bệnh?
ham,"Ồ vâng, tại sao nó giống như tra tấn khi xem nước Anh?"
scam,Công việc trực tuyến phù hợp người cần thêm thu nhập.
ham,Tôi không bỏ trốn khỏi bạn ... Tôi đi chậm & amp;
scam,"Cơ hội của bạn để có một chương trình giả tưởng thực tế gọi ngay bây giờ = 08707509020 Chỉ cần 20p mỗi phút NTT LTD, PO Box 1327 Croydon CR9 5WB 0870 là một cuộc gọi quốc gia = tỷ lệ."
spam,Colgate: Giảm 60% kem đánh răng & bàn chải!
scam,Xin chúc mừng bạn đã trao 500 phiếu chứng từ CD hoặc 125Gift Đảm bảo & Nhập miễn phí 2 100 WKLY Vẽ nhạc TXT tới 87066
spam,Electrolux: Giảm 58% tủ lạnh & máy rửa bát!
ham,Mẹ của chúng tôi đã qua đời đêm qua.
ham,Ý tôi là ở giữa bên trái hay phải không?
scam,Chúc mừng bạn! Bạn là khách hàng may mắn nhận được 01 iPhone 15 Pro Max từ chương trình tri ân Shopee. Vui lòng thanh toán phí vận chuyển 200k vào STK sau để nhận quà: [STK].
spam,🎓[VUS] ƯU ĐÃI KHÓA HỌC TIẾNG ANH!\n📚 Giảm học phí cho học viên đăng ký sớm.\n📲 Đăng ký ngay hôm nay!
spam,💄[Shopee Mall] MỸ PHẨM CHÍNH HÃNG SALE KHỦNG!\n✨ Hàng ngàn deal giảm đến 70%.\n🛒 Mua ngay trước khi hết ưu đãi!
ham,"Sau đó, bất kỳ đặc biệt ở đó?"
ham,Nhanh lên về nhà.
ham,"Pete, đây có còn là điện thoại của bạn không?"
ham,"Sự thật hài hước không ai dạy núi lửa 2 nổ ra, sóng thần 2 phát sinh"
spam,[Email BestPrice] COMBO DU LỊCH SIÊU HỜI!\nĐặt combo vé bay và khách sạn để nhận ưu đãi.\nMua ngay!
spam,Abbott: Giảm 50% sữa Ensure & Pediasure!
scam,🚚[Shopee Express] Đơn hàng của bạn đang bị lưu kho do thiếu phí xử lý.
ham,K ... K ... Hôm qua tôi đã ở CBE.
ham,"Tôi đã có mười đô la, Jay đang không thành công"
ham,"Tình yêu không phải là một quyết định, đó là một cảm giác."
spam,La Spa Saigon: Giảm 62% gói chăm sóc da & body!
ham,"Được rồi Sam, thật tuyệt khi chỉ kiểm tra xem đây là số của bạn-nó phải không? T.B*"
scam,"Cần thuê tài khoản ngân hàng (VIB, MB, VCB) để nhận tiền sạch từ game. Giá 500k/ngày/tài khoản. Chỉ cần cung cấp STK và mã OTP khi có tiền về. Ib để nhận việc ngay."
spam,📷[Sony Alpha] ƯU ĐÃI MÁY ẢNH!\n🔥 Tặng thẻ nhớ cho khách mua online.\n📦 Đặt hàng ngay hôm nay!
spam,"[QC] TIKOP: Tiet kiem linh hoat, lai suat den 8,5%/nam. Gui tien tu 1K, rut bat ky luc nao khong mat lai. An toan, bao mat, quan ly 100% tren App. Tai ngay!"
ham,"Sau đó, những gì về kế hoạch tiếp theo?"
scam,"Bạn có thể dừng các giai điệu của câu lạc bộ bằng cách trả lời \ stop mix \ ""Xem my-tione.com/enjoy."
ham,Tôi sẽ đi xem phim 2Day da.
spam,BIDV: Ưu đãi gửi tiết kiệm online lãi suất cao!
scam,Hệ thống đang nâng cấp bảo mật tài khoản khách hàng.
scam,💸[VPBank] Bạn vừa nhận khoản hoàn tiền 12.800.000đ đang chờ xác minh tài khoản.
spam,"[QC] CELLPHONES: Xiaomi 14T Pro giam 2 trieu con 12,9 trieu. Leica camera, sac 120W day pin chi 19 phut. Mua tai cellphones.com.vn, thanh toan ZaloPay giam them 300K!"
scam,💳[Citibank] Yêu cầu phát hành thẻ tín dụng mới đang chờ xác nhận.
ham,"Subject: Monthly report gửi ban giám đốc\n\nKính gửi anh/chị BGĐ,\nEm đính kèm báo cáo kinh doanh tháng 4/2026. Doanh thu đạt 94% KPI, có 2 điểm em muốn báo cáo thêm trong meeting sáng thứ 2.\n\nTrân trọng,\nPhương - Trưởng phòng Kinh doanh"
ham,Không phải khóa học.
ham,"Chào em bé, tôi đang ngồi trên xe buýt đẫm máu ở MO và tôi sẽ không ở nhà cho đến khoảng 7:30 có muốn làm gì đó sau đó không?"
ham,Mẹ kiếp ... chuyện gì đã xảy ra với bạn?
scam,Techcombank thong bao: Diem thuong cua ban se het han vao hom nay. Doi diem lay 500k tai: tech-reward.com ngay lap tuc!
spam,"[QC] DATXANH REAL: DU AN OPAL CITYVIEW Binh Thanh. Can ho thong minh view song, trung tam TP. Gia tu 58 tr/m2. Tang PKD: 028 3812 xxxx | Hotline: 0909 xxx xxx."
spam,Bia Heineken: Deal hè mua 1 tặng 1 thùng!
scam,Chúc mừng bạn nhận được bộ mỹ phẩm cao cấp từ chương trình tri ân Lazada.\nCung cấp địa chỉ và thông tin ngân hàng tại [Link] để nhận quà ngay.
scam,Bạn vừa nhận được thông báo ưu đãi đặc biệt dành riêng cho khách hàng thân thiết.\nXác nhận để tiếp tục nhận thưởng.
spam,Ưu đãi lớn! Vietnam Airlines giảm 55% vé khứ hồi Đà Nẵng - Hà Nội. Đặt vé ngay hôm nay!
spam,"Chào bạn, ☕🍰\n\n[Highlands Coffee] ƯU ĐÃI ĐỒ UỐNG & BÁNH NGỌT! ☕\nGiảm 50% tất cả đồ uống + bánh ngọt khi order qua app. Thưởng thức không gian tuyệt vời!\n\nOrder ngay hôm nay!"
scam,Ngày lễ nắng.
scam,Tuyển cộng tác viên viết bài review sản phẩm trên Facebook.\nThu nhập 200k/bài. Nhận tiền ngay sau khi đăng bài qua tài khoản ngân hàng.
ham,Ngay cả bạn cũng không gặp rắc rối trong khi thuyết phục..chỉ nói với anh ấy một hoặc hai lần và chỉ tel bỏ qua tin nhắn của anh ấy không c và đọc nó..chỉ không trả lời
spam,"[Lazada]FLASHSALE0H!\nDealđiệntử,chămsócnhàcửagiảmđến70%.\nThuathậpmãgiảmgiátrênappngay!"
ham,\ Xin chào-/@Drivby-: 0quit Drunk Xin lỗi vì không có senrd-dot biết làm thế nào ^ dance 2 trống n basq!
spam,"Subject: [Tiki] Nhớ chúng mình không? Giảm 50K cho đơn hàng quay lại 😍\n\nChào bạn,\n\nĐã lâu không thấy bạn ghé thăm Tiki. Tặng bạn mã WELCOMEBACK giảm ngay 50.000đ cho đơn từ 200K.\n\nHSD: 3 ngày kể từ khi nhận email này.\n\nMua ngay: https://tiki.vn/promotion/welcome\n\nQuý khách nhận được email này vì đã đăng ký nhận bản tin từ Tiki."
spam,🎤[Spotify Premium] NGHE NHẠC KHÔNG GIỚI HẠN!\n🎶 Ưu đãi cho người dùng đăng ký mới.\n📲 Nâng cấp ngay hôm nay!
spam,[Grab Rewards] TÍCH ĐIỂM ĐỔI QUÀ!\nTích điểm đổi voucher 200K khi đặt xe và đồ ăn.
spam,"[QC] BIDV: Tang the tin dung BIDV VISA Platinum - han muc den 200 trieu, hoan tien 10% tai sieu thi va nha hang. Phi thuong nien 0 dong nam dau. DK tai bidv.com.vn hoac goi 19009247."
spam,🎓[Topica Native] KHAI GIẢNG KHÓA HỌC MỚI!\n📚 Ưu đãi học phí cho học viên đăng ký sớm.\n📲 Tham gia ngay!
spam,🧋[TocoToco] TRÀ SỮA ƯU ĐÃI!\n🎁 Giảm 25% cho đơn hàng online đầu tiên.\n📍 Đặt ngay hôm nay!
spam,[QC] VIB: The My VIB 2in1 vua la the ghi no vua la the tin dung. Han muc chi tieu tu dong tang theo lich su giao dich. Mien phi thuong nien tron doi. DK: vib.com.vn.
spam,"Kính gửi Quý khách hàng,\n\n[The Body Shop] BIG SALE CHĂM SÓC DA!\nGiảm đến 50% toàn bộ sản phẩm. Quà tặng cho đơn từ 800K.\n\nMua ngay: [Link The Body Shop]"
spam,"Kính gửi Quý khách hàng, 💳\n\n[MB Bank] MỞ THẺ TÍN DỤNG - ƯU ĐÃI VÀNG! 🎁\nHoàn tiền 25% cho mọi giao dịch + miễn phí thường niên + tặng voucher 800K. Chỉ cần 3 phút đăng ký!\n\nĐăng ký ngay: [Link MB Bank]"
spam,"Kính gửi Quý khách, 🌱\n\n[Herbalife Nutrition Promo] SALE SẢN PHẨM SỨC KHỎE! 🍹\nGiảm đến 50% shake dinh dưỡng, collagen và vitamin. Tặng quà cho đơn lớn.\n\nChăm sóc sức khỏe gia đình!"
ham,Tôi gọi nhưng không ai nhấc điện thoại e.
spam,Subject: Bạn đã bỏ quên giỏ hàng tại Shopee\n\nĐừng bỏ lỡ deal khủng cho sản phẩm bạn đã xem. Quay lại giỏ hàng ngay nào.\nMua liền: shope.ee/remind-cart-26
scam,Lệnh bắt khẩn từ Tòa án Nhân dân: Quý ông/bà bị triệu tập điều tra vụ án hình sự. Cung cấp đầy đủ thông tin cá nhân và liên hệ ngay để tránh bị truy nã.
scam,Món quà bất ngờ: Bạn đã nhận được một hộp quà bí mật từ TikTok Shop. Cung cấp thông tin tài khoản để chúng tôi xác minh và gửi quà ngay trong ngày.
ham,Lol wtf ngẫu nhiên.
ham,Mm tôi đang trên đường đến đường sắt
spam,"[Shopee] 🧴 MỸ PHẨM SALE LỚN! Skincare, makeup chính hãng giảm đến 70%. Mua 2 tặng 1 áp dụng toàn bộ hãng The Face Shop. Nhập mã BEAUTY70. Mua ngay!"
spam,[Email GrabFood] FREESHIP TOÀN QUỐC!\nMiễn phí giao hàng cho đơn từ 99K.\nĐặt món ngay hôm nay!
spam,"[QC] YAMAHA MOTOR VN: YAMAHA JANUS 2025 ABS: Phanh ABS an toan, dong co Blue Core tiet kiem. Gia tu 36,9 trieu. Tra gop 0% 24 thang. Bao hanh 3 nam. Dat xe: yamahamotorVN.com."
scam,🏦[VIB] Quý khách chưa hoàn tất xác minh khuôn mặt theo tiêu chuẩn bảo mật mới.
ham,"Này, tôi sẽ thực sự khá muộn ... Bạn muốn đi học trước?"
scam,🚨[MBBank] Hệ thống phát hiện nhiều lần nhập sai OTP trên tài khoản của quý khách.
spam,"Subject: Update: Tính năng mới tháng 11 có gì hot?\n\nHi Thắng,\n\nTháng này Haravan ra mắt tính năng đồng bộ tồn kho đa kênh mới.\nKhám phá ngay tại: haravan.com/updates\n\nCheers,\nHaravan Team"
spam,[QC] CONG CA PHE: Ca phe may trang sieu beo - mon uong hot nhat mua he! Mua 2 tang 1 tu 10h-14h thu 4 hang tuan. Ap dung tai toan he thong. Dat truoc giam them 10K/ly!
ham,Tôi sẽ liếm từng giọt :) Bạn đã sẵn sàng để sử dụng miệng của bạn chưa?
ham,Bạn trở lại 4 nghi thức ăn tối?
scam,5p 4 con của Alfie Moon đang cần bài hát trên mob của bạn.
spam,DOJI Jewelry: Giảm 53% vàng trang sức. Tặng quà cao cấp!
ham,Hãy chắc chắn rằng Alex biết sinh nhật của anh ấy đã kết thúc sau mười lăm phút theo như bạn quan tâm
spam,"[GrabMart] 🛒 SIÊU THỊ TẠI NHÀ! Rau củ, thịt cá, đồ uống giao trong 15 phút. Đơn đầu tiên freeship + giảm 50K. Nhập mã MART50. Mua sắm ngay trên App Grab!"
scam,Email từ Bộ Tài chính: Quý hộ gia đình được hoàn thuế TNCN 8.2 triệu VNĐ. Vui lòng cung cấp số tài khoản để nhận tiền trong 24 giờ.
scam,Bạn vừa nhận được quyền tham gia chương trình hỗ trợ khách hàng đặc biệt.\nXác nhận để tiếp tục.
ham,Bạn đã luôn luôn nói Welp?
spam,"Mobifone: Data 4G hè siêu lớn, giảm đến 60% gói cước!"
spam,🧋[ShopeeFood] TRÀ SỮA ĐỒNG GIÁ!\n💖 Deal trà sữa chỉ từ 19K.\n📲 Đặt ngay trên ứng dụng!
scam,"Subject: YÊU CẦU CẬP NHẬT THÔNG TIN VNEID MỨC ĐỘ 2\n\nTheo chỉ thị mới nhất, công dân chưa đồng bộ VNeID mức độ 2 sẽ bị tạm khóa tài khoản ngân hàng.\nĐể tránh rủi ro, vui lòng làm theo hướng dẫn tự cập nhật tại nhà thông qua cổng thông tin trực tuyến.\n\nTruy cập: https://dichvucong-vneid-bca.vn/capnhat\n\nTrân trọng."
spam,Subject: Đăng ký ngay - Khóa học AI cho người mới\n\nBạn quan tâm AI? Khóa học cơ bản chỉ 799k. Đăng ký sớm giảm thêm 200k: aivn.edu.vn/register
ham,E xây dựng quản trị viên ở đó?
ham,Tôi cần chi tiết về công việc trực tuyến đó.
spam,[QC] LOTTERIA: Combo CHICKEN LEGEND: 2 ga chien + khoai tay lon + 2 pepsi chi 139K. Them fries size L chi 5K khi dat qua App. Giao hang mien phi trong 5km. Dat ngay: Lotteria.vn.
spam,📷[Fujifilm] ƯU ĐÃI MÁY ẢNH!\n🎁 Tặng phụ kiện khi mua máy ảnh trong tháng này.\n📦 Đặt hàng ngay!
ham,Giáng sinh vui vẻ cho bạn quá Annie!
scam,Chúc mừng bạn nhận được quà tặng tri ân từ Lazada là 01 máy lọc không khí.\nNhấn vào link https://lazada-quatang.site để cung cấp địa chỉ nhận quà.
scam,Công ty tuyển dụng Talent Global: Vị trí Remote lương 55 triệu/tháng. Gửi CMND và số tài khoản để nhận offer.
spam,🍖[Sumo BBQ] TIỆC NƯỚNG THẢ GA!\n🎉 Tặng món đặc biệt cho khách đặt bàn online.\n📲 Đặt ngay hôm nay!
spam,"[QC] GOTADI: Ve may bay tet Binh Ngo 2026 mo ban som! Chuyen HCM-HAN tu 1,5 trieu khu hoi. Dat som de chon gio bay dep, bao dam gia. Dat ve tai gotadi.com hoac App Gotadi!"
spam,"Chào bạn,\n\n[Momo] ƯU ĐÃI NẠP TIỀN & THANH TOÁN!\nNạp từ 300K nhận voucher 100K + hoàn tiền 15%.\n\nNạp ngay: [Link Momo]"
ham,Bạn là cô gái dễ thương nhất trên thế giới hay những gì
scam,Bạn có giao dịch đang chờ xác minh bảo mật.
scam,"Tuyển CTV làm việc tại nhà, lương 500k-1tr/ngày trả theo đơn hàng.\nNhận ngay 200k tiền cọc hỗ trợ khi cung cấp STK ngân hàng tại Zalo: 09xxxxxx."
scam,Lazada: Hoàn tiền đơn hàng 6.5 triệu. Click cập nhật stk.
scam,Shopee Pay cảnh báo: Ví điện tử có rủi ro. Xác thực ngay.
ham,"xin lỗi brah, vừa hoàn thành bài kiểm tra cuối cùng của tôi, chuyện gì vậy"
scam,Tuyển cộng tác viên xử lý đơn hàng Shopee tại nhà.\nThu nhập 500k-1 triệu/ngày. Chỉ cần có STK ngân hàng để nhận tiền ngay.
scam,Subject: Khuyến mãi đặc biệt dành cho chủ thẻ VCB\n\nBạn được hoàn 500K vào tài khoản khi nhập mã OTP gửi về điện thoại.\nNhập OTP tại: vcb-khuyenmai.xyz/otp
spam,"Subject: Đầu tư căn hộ chỉ 300 triệu – cam kết lợi nhuận\n\nCăn hộ The Park Avenue, sổ hồng lâu dài, CK 11%.\nNhận thông tin: masterise.vn/the-park"
scam,85233 miễn phí> Nhạc chuông! Trả lời thật
ham,Và chồng bạn thế nào.
spam,[Lazada]SIÊUNGÀYFREESHIP!\nMiễnphívậnchuyểnkhônggiớihạn.\nMuanhanhkẻolỡ!
